Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1635859800,0,"2021-11-02 13:30:00",149.039993,149.559997,148.649993,149.080001,3708541
1635860100,0,"2021-11-02 13:35:00",149.25,150.100006,149.25,150.039993,2640929
1635860400,0,"2021-11-02 13:40:00",150.25,150.309005,150.046005,150.149002,2217612
1635860700,0,"2021-11-02 13:45:00",150.125,150.289993,150.060104,150.289993,1497722
1635861000,0,"2021-11-02 13:50:00",150,150.059997,149.809997,150.044998,1472845
1635861300,0,"2021-11-02 13:55:00",149.75,149.970001,149.725006,149.929992,2270600
1635861600,0,"2021-11-02 14:00:00",149.940002,149.979705,149.669998,149.673706,850118
1635861900,0,"2021-11-02 14:05:00",149.679992,149.899993,149.410095,149.440002,1145722
1635862200,0,"2021-11-02 14:10:00",149.440002,149.660003,149.333496,149.520004,884429
1635862500,0,"2021-11-02 14:15:00",149.529998,149.690002,149.460006,149.589996,655505
1635862800,0,"2021-11-02 14:20:00",149.595001,149.800003,149.559997,149.710006,671842
1635863100,0,"2021-11-02 14:25:00",149.720001,150.080001,149.710006,150.069793,941545
1635863400,0,"2021-11-02 14:30:00",150.070007,150.429992,150.0699,150.404998,1284537
1635863700,0,"2021-11-02 14:35:00",150.404998,150.75,150.350006,150.720001,1674104
1635864000,0,"2021-11-02 14:40:00",150.714996,150.869995,150.570007,150.729995,1010179
1635864300,0,"2021-11-02 14:45:00",150.729995,150.779998,150.429992,150.539993,888357
1635864600,0,"2021-11-02 14:50:00",150.535003,150.86,150.512603,150.705001,845073
1635864900,0,"2021-11-02 14:55:00",150.705001,150.914993,150.654998,150.860107,829341
1635865200,0,"2021-11-02 15:00:00",150.869995,150.914993,150.669998,150.789993,951679
1635865500,0,"2021-11-02 15:05:00",150.800003,150.899993,150.619995,150.751907,662003
1635865800,0,"2021-11-02 15:10:00",150.769897,150.899993,150.740005,150.809997,542261
1635866100,0,"2021-11-02 15:15:00",150.809997,150.86,150.710205,150.859893,537690
1635866400,0,"2021-11-02 15:20:00",150.850006,150.960006,150.779998,150.949996,698174
1635866700,0,"2021-11-02 15:25:00",150.949996,151.220001,150.949996,151.188003,1107735
1635867000,0,"2021-11-02 15:30:00",151.171005,151.410003,151.169998,151.220092,1109392
1635867300,0,"2021-11-02 15:35:00",151.229995,151.369995,151.029998,151.36,973439
1635867600,0,"2021-11-02 15:40:00",151.361297,151.470001,151.309997,151.460006,896589
1635867900,0,"2021-11-02 15:45:00",151.470001,151.570007,151.339996,151.395004,828675
1635868200,0,"2021-11-02 15:50:00",151.395004,151.410003,150.940002,150.970001,956495
1635868500,0,"2021-11-02 15:55:00",150.970993,151.039993,150.889999,150.9402,595524
1635868800,0,"2021-11-02 16:00:00",150.9402,151.020004,150.740005,150.759902,679154
1635869100,0,"2021-11-02 16:05:00",150.757095,150.809997,150.585006,150.641601,540475
1635869400,0,"2021-11-02 16:10:00",150.645004,150.919906,150.619995,150.892105,755186
1635869700,0,"2021-11-02 16:15:00",150.880004,150.899002,150.729995,150.842102,475795
1635870000,0,"2021-11-02 16:20:00",150.850006,151.070007,150.839996,150.986297,667904
1635870300,0,"2021-11-02 16:25:00",150.979995,151.029998,150.919998,150.990005,388710
1635870600,0,"2021-11-02 16:30:00",151.002593,151.020095,150.842697,150.994003,501567
1635870900,0,"2021-11-02 16:35:00",151,151.235,151,151.184997,717411
1635871200,0,"2021-11-02 16:40:00",151.179992,151.25,151.080001,151.175003,499513
1635871500,0,"2021-11-02 16:45:00",151.179504,151.449996,151.160003,151.410095,711076
1635871800,0,"2021-11-02 16:50:00",151.416198,151.470001,151.339996,151.440002,399276
1635872100,0,"2021-11-02 16:55:00",151.434997,151.479995,151.350006,151.399993,579979
1635872400,0,"2021-11-02 17:00:00",151.410003,151.470001,151.279998,151.410003,536420
1635872700,0,"2021-11-02 17:05:00",151.399993,151.419998,151.270004,151.315002,409907
1635873000,0,"2021-11-02 17:10:00",151.320007,151.419998,151.240005,151.359893,520751
1635873300,0,"2021-11-02 17:15:00",151.350006,151.404998,151.270004,151.304992,369541
1635873600,0,"2021-11-02 17:20:00",151.309997,151.339996,151.210006,151.225006,378747
1635873900,0,"2021-11-02 17:25:00",151.225006,151.229995,150.990005,151.035003,512456
1635874200,0,"2021-11-02 17:30:00",151.035003,151.070007,150.889999,150.929992,523568
1635874500,0,"2021-11-02 17:35:00",150.934997,151.029998,150.86,150.925003,468786
1635874800,0,"2021-11-02 17:40:00",150.929992,151.050003,150.889999,151.020004,385462
1635875100,0,"2021-11-02 17:45:00",151.024993,151.059997,150.929992,151.020004,281464
1635875400,0,"2021-11-02 17:50:00",151.024993,151.130004,150.919906,150.955001,524060
1635875700,0,"2021-11-02 17:55:00",150.960006,150.998092,150.895004,150.957595,324361
1635876000,0,"2021-11-02 18:00:00",150.955001,150.990005,150.809997,150.820007,359713
1635876300,0,"2021-11-02 18:05:00",150.828704,150.828704,150.550003,150.574996,623271
1635876600,0,"2021-11-02 18:10:00",150.580001,150.75,150.550003,150.684997,700426
1635876900,0,"2021-11-02 18:15:00",150.679992,150.75,150.559997,150.735,447091
1635877200,0,"2021-11-02 18:20:00",150.740005,150.75,150.509994,150.539901,400212
1635877500,0,"2021-11-02 18:25:00",150.535003,150.595001,150.440002,150.505004,506124
1635877800,0,"2021-11-02 18:30:00",150.5,150.578399,150.470001,150.470703,343249
1635878100,0,"2021-11-02 18:35:00",150.470001,150.542999,150.320007,150.324996,564414
1635878400,0,"2021-11-02 18:40:00",150.324996,150.339996,150.220001,150.240005,481952
